time_taken,mistakes_made,hints_used,cells_filled_by_user,solved_successfully,cells_to_remove
224,2,1,44,1,17
299,3,2,42,1,15
261,4,2,42,1,19
252,2,1,38,1,19
280,3,1,47,1,16
178,4,0,46,0,15
211,2,0,42,1,16
247,3,1,45,1,18
244,3,1,41,1,20
187,3,2,43,1,18
240,3,2,41,0,20
192,4,2,40,0,21
249,2,0,42,1,21
252,2,2,41,1,17
156,4,0,41,1,17
202,3,2,41,0,19
246,3,0,44,1,18
191,2,0,47,1,21
193,2,0,40,1,18
292,3,1,38,0,21
188,4,0,45,1,17
195,3,2,41,1,14
156,3,1,43,1,16
237,2,1,42,1,16
237,3,1,38,0,15
287,3,1,47,0,19
239,4,2,46,1,15
256,2,0,39,1,20
203,2,0,41,0,19
276,3,2,45,0,14
199,4,2,47,1,19
164,4,1,43,1,16
181,4,2,45,1,17
284,4,2,39,0,16
261,4,1,39,1,14
172,2,1,47,0,19
161,4,1,45,0,19
181,2,1,43,1,19
169,4,1,44,1,18
179,4,1,42,0,15
167,3,1,43,1,14
227,4,0,47,0,21
198,3,2,38,1,14
216,3,2,41,1,20
267,4,0,43,1,21
180,3,2,39,1,20
289,4,2,44,1,17
245,4,1,42,0,15
248,2,0,41,0,21
201,3,0,46,0,17
273,3,1,43,0,14
176,3,2,38,0,19
236,2,2,45,1,14
224,2,1,39,1,19
242,3,2,45,1,16
258,3,0,43,1,15
226,2,2,46,1,20
154,4,2,42,1,15
274,2,2,42,1,21
150,4,1,46,1,20
158,3,0,42,1,21
204,2,0,42,1,14
212,3,1,38,0,17
188,4,2,45,1,18
237,4,1,39,0,20
258,4,0,47,1,15
176,3,2,44,1,19
162,4,2,39,1,18
164,4,0,46,0,19
286,3,1,38,1,14
236,3,2,38,1,15
194,4,0,39,1,20
298,2,1,45,1,21
194,4,2,42,1,15
290,4,0,43,1,21
150,4,2,40,1,19
166,2,1,41,0,17
276,3,1,39,1,16
239,3,1,47,0,17
269,4,0,46,1,15
244,2,0,46,1,14
211,3,2,39,1,19
220,3,2,40,1,20
190,4,2,47,0,20
188,2,2,38,1,16
215,4,1,44,0,19
252,3,2,39,1,21
253,4,1,46,1,18
163,3,0,38,0,20
197,2,2,47,1,16
157,4,0,42,0,15
246,2,1,41,0,16
222,2,1,42,1,15
291,2,0,40,1,21
272,2,2,40,0,16
230,3,0,43,1,21
249,4,1,39,0,19
178,4,2,46,1,20
166,3,0,40,1,16
215,3,2,42,0,15
285,2,0,38,1,15
267,2,0,39,0,16
194,3,1,39,0,14
294,2,2,43,0,16
228,2,0,46,1,16
258,4,0,44,0,17
158,3,2,40,0,20
252,2,1,42,1,17
196,2,2,38,0,19
297,4,0,39,1,18
167,2,1,38,1,18
189,3,2,43,1,21
209,2,2,45,1,20
183,4,2,40,1,20
238,4,1,41,1,16
269,2,1,46,1,14
254,3,0,42,1,14
290,3,1,39,0,18
248,4,2,40,1,15
253,3,0,38,0,15
294,2,0,45,1,21
203,2,0,40,1,18
210,3,1,47,1,21
275,3,1,44,0,17
213,3,1,40,1,21
261,3,1,44,1,17
157,3,0,43,0,14
211,2,2,44,1,16
228,3,0,41,1,17
258,2,1,41,0,17
298,3,0,47,1,18
283,3,1,45,1,15
159,4,1,43,1,18
179,4,1,46,1,19
171,4,2,47,0,19
159,3,2,46,0,16
193,3,1,40,1,19
257,2,1,40,0,17
164,2,0,47,0,15
186,4,0,43,1,15
225,4,0,40,0,16
179,3,1,38,1,17
150,4,2,47,1,14
203,3,1,44,1,20
267,2,1,45,1,20
152,3,1,44,0,15
204,4,0,42,0,14
157,4,1,39,0,17
278,4,0,39,1,20
276,2,1,39,1,16
206,4,2,41,1,14
215,2,2,43,0,16
272,3,0,41,0,20
214,3,1,46,1,19
182,3,2,44,1,14
213,3,1,41,0,19
176,2,0,45,1,16
180,2,1,47,1,18
249,2,2,46,1,15
300,2,1,45,1,15
267,2,0,42,1,15
208,2,0,41,1,18
229,2,2,43,0,21
196,3,1,39,0,19
238,2,1,38,1,16
193,2,1,46,1,21
220,4,0,42,1,21
213,3,1,44,1,15
194,4,1,46,1,19
203,3,1,42,1,21
158,3,1,41,1,15
163,3,2,43,1,21
200,4,1,44,1,20
271,2,0,38,1,20
621,5,2,21,0,11
423,7,2,34,0,6
434,9,3,27,0,12
328,10,3,31,0,7
636,8,2,32,0,6
467,6,5,24,0,11
328,8,3,30,1,12
351,8,2,23,0,12
665,10,3,33,0,5
561,6,5,37,0,5
643,5,5,24,0,10
605,7,2,30,1,10
530,10,5,20,0,8
414,8,3,35,0,6
326,7,4,24,1,10
676,7,5,31,0,5
681,8,4,24,0,8
439,6,3,33,1,10
322,9,4,33,0,11
315,6,5,33,1,7
673,5,2,29,0,8
350,9,3,20,0,7
476,7,5,20,0,9
318,8,5,32,0,12
429,5,2,28,0,9
529,10,4,27,0,12
374,10,5,33,0,5
566,6,2,25,0,10
674,6,5,21,0,8
548,8,4,27,0,6
317,9,2,30,1,5
354,5,3,20,1,8
541,7,2,24,0,6
524,5,5,29,0,11
424,5,2,27,1,10
647,6,4,36,0,10
464,9,2,20,1,8
672,10,4,37,0,7
518,6,4,24,0,13
612,10,2,26,0,7
693,6,4,20,0,13
527,9,2,21,0,5
667,7,5,22,0,7
535,7,5,32,1,13
390,6,4,22,1,13
334,7,2,36,0,8
371,10,3,23,1,12
314,9,3,31,0,10
395,5,4,30,0,13
554,9,3,37,0,7
667,5,2,25,0,6
453,5,3,32,0,11
336,9,2,33,0,10
574,8,4,28,0,11
353,5,4,22,0,8
573,5,2,28,1,13
592,8,2,31,0,13
491,6,5,35,1,13
500,9,4,28,0,10
488,8,4,24,1,6
303,9,3,25,1,6
505,8,4,26,0,13
557,6,4,23,0,11
460,10,5,30,0,11
597,5,4,27,0,11
466,8,4,27,0,7
494,10,4,35,0,9
689,8,5,25,1,11
664,8,2,36,0,5
319,10,5,21,1,9
608,10,3,26,0,11
417,6,3,23,0,10
652,9,4,33,1,5
484,10,4,21,1,6
564,5,5,36,1,7
357,10,5,35,0,8
464,9,4,28,0,7
439,5,2,23,1,7
397,9,2,20,0,11
435,5,3,22,0,9
409,10,4,22,1,8
542,8,3,26,1,8
662,10,4,28,0,6
458,7,3,20,1,9
548,9,5,27,0,5
497,9,2,30,0,11
385,6,4,27,0,11
384,6,2,37,0,12
408,5,4,24,0,6
402,10,2,24,0,7
412,9,2,36,1,9
510,6,2,21,1,7
660,8,3,21,0,7
404,7,3,27,1,10
636,10,3,20,1,8
322,5,3,34,0,9
513,10,2,23,0,9
542,10,5,21,0,13
491,7,5,24,1,9
593,6,3,34,1,13
632,6,4,25,0,9
398,7,3,26,0,12
662,9,5,26,0,5
657,10,3,27,0,7
653,9,5,36,0,8
435,9,4,21,0,10
574,5,2,27,0,5
308,9,2,20,1,13
500,10,4,31,1,11
476,10,5,30,1,5
409,10,5,26,0,11
628,9,2,20,1,11
327,6,5,34,0,9
672,6,2,37,1,9
564,9,5,30,0,7
335,9,4,33,0,12
392,5,3,32,1,12
417,9,2,21,0,7
562,6,5,22,1,10
376,7,2,23,0,10
452,10,2,20,0,9
639,10,4,37,1,11
464,6,3,31,0,13
413,9,2,35,0,8
317,6,2,29,0,5
529,8,5,35,1,8
367,8,4,30,0,13
553,7,2,37,0,12
616,8,2,36,1,9
512,8,5,29,0,12
593,8,4,28,0,10
660,9,5,37,0,7
325,8,3,27,0,6
523,8,5,34,0,8
608,6,3,34,0,7
466,7,3,34,1,5
606,6,2,31,1,9
382,7,2,20,0,13
573,10,5,29,1,12
542,5,3,36,0,8
419,9,3,26,1,5
598,8,3,27,1,10
359,8,4,20,0,6
489,5,3,20,0,8
449,10,5,30,1,13
326,9,5,20,0,10
687,6,2,36,1,6
623,8,5,21,0,13
429,6,3,23,0,7
423,8,3,32,0,7
475,9,3,27,1,5
507,9,2,30,0,7
553,8,4,25,0,5
573,8,5,21,0,8
640,5,2,29,1,11
509,8,3,21,1,12
301,10,5,23,1,9
395,5,2,32,0,11
658,6,2,20,1,13
463,5,2,30,0,9
647,9,2,25,0,5
337,8,4,36,0,7
339,6,5,24,0,7
491,6,4,31,0,9
448,8,5,34,0,6
572,8,4,20,1,9
592,7,2,22,0,12
482,10,2,36,1,9
321,10,4,25,0,11
459,6,4,21,0,9
479,5,3,37,0,13
421,7,3,33,0,8
645,10,5,36,0,10
397,6,3,35,0,8
690,8,4,23,0,13
417,7,4,26,1,9
664,10,2,26,0,6
590,7,4,21,0,6
364,10,5,23,1,12
383,9,2,34,0,11
621,6,3,28,1,10
346,6,3,20,1,8
683,10,3,35,0,10
673,9,2,37,1,8
685,7,2,24,0,5
688,9,5,30,0,10
408,5,2,35,0,6
390,10,4,28,0,13
376,6,3,34,1,9
603,9,2,23,0,10
374,8,4,28,0,8
586,10,3,36,1,13
369,9,5,20,0,7
589,8,3,37,0,5
618,7,5,37,0,5
366,10,2,34,1,12
570,5,4,34,0,5
642,5,4,32,0,12
470,8,3,27,0,13
454,6,3,20,0,5
110,1,0,48,1,34
146,0,0,52,1,28
134,0,0,49,1,22
91,1,0,52,1,30
142,1,0,48,1,25
121,0,0,50,1,30
120,0,0,54,1,30
87,1,0,54,1,33
112,1,0,51,1,26
149,0,0,53,1,35
140,1,0,50,1,29
118,1,0,52,1,27
101,1,0,52,1,22
105,1,0,48,1,25
131,1,0,53,1,23
133,0,0,50,1,24
115,0,0,51,1,35
91,1,0,49,1,32
143,0,0,48,1,34
104,0,0,53,1,31
90,1,0,53,1,32
138,0,0,50,1,27
146,0,0,48,1,30
93,0,0,50,1,32
105,0,0,52,1,34
100,1,0,48,1,30
125,1,0,53,1,25
97,0,0,54,1,26
101,0,0,51,1,35
87,1,0,52,1,33
124,0,0,48,1,26
94,1,0,51,1,33
80,1,0,51,1,34
103,1,0,50,1,22
107,0,0,53,1,23
106,1,0,49,1,23
145,0,0,53,1,33
115,0,0,50,1,30
126,1,0,51,1,22
89,1,0,53,1,24
147,0,0,50,1,31
127,1,0,54,1,31
146,1,0,48,1,35
93,0,0,53,1,28
106,0,0,49,1,25
134,0,0,52,1,31
109,1,0,50,1,25
142,1,0,51,1,24
100,1,0,48,1,34
144,1,0,52,1,22
133,1,0,50,1,35
111,0,0,53,1,30
143,0,0,52,1,26
95,0,0,50,1,26
101,0,0,54,1,23
118,0,0,52,1,27
83,1,0,52,1,34
147,1,0,54,1,30
93,0,0,51,1,32
99,1,0,49,1,27
101,0,0,48,1,28
112,1,0,53,1,27
89,1,0,52,1,29
143,0,0,52,1,29
84,1,0,51,1,32
132,0,0,54,1,28
118,1,0,53,1,27
147,0,0,54,1,24
126,1,0,50,1,35
126,0,0,52,1,27
144,0,0,51,1,29
132,1,0,54,1,29
135,0,0,51,1,24
127,0,0,53,1,27
137,0,0,49,1,26
114,1,0,50,1,25
140,1,0,54,1,25
101,0,0,48,1,26
81,1,0,54,1,33
142,1,0,53,1,35
145,0,0,52,1,34
149,0,0,52,1,22
142,0,0,49,1,32
132,1,0,53,1,26
142,0,0,54,1,29
142,0,0,53,1,25
145,0,0,53,1,28
89,0,0,54,1,32
88,1,0,51,1,24
140,0,0,51,1,25
146,1,0,49,1,22
94,1,0,48,1,30
128,0,0,49,1,33
126,1,0,52,1,26
99,0,0,48,1,34
86,1,0,49,1,34
134,1,0,54,1,23
145,1,0,51,1,35
147,1,0,51,1,30
131,0,0,49,1,25
82,0,0,51,1,27
108,1,0,54,1,26
138,0,0,51,1,26
111,0,0,52,1,31
149,1,0,48,1,30
107,0,0,52,1,24
80,0,0,48,1,29
146,0,0,53,1,27
83,1,0,51,1,34
102,1,0,48,1,35
129,1,0,54,1,33
91,1,0,53,1,32
88,0,0,53,1,24
94,0,0,48,1,22
105,1,0,52,1,33
83,1,0,51,1,28
92,0,0,50,1,24
140,1,0,53,1,29
137,0,0,50,1,24
88,0,0,53,1,31
97,0,0,49,1,28
111,1,0,52,1,30
119,0,0,49,1,29
117,0,0,48,1,25
107,0,0,54,1,28
143,0,0,49,1,32
108,1,0,54,1,35
145,1,0,53,1,29
99,1,0,52,1,35
123,0,0,53,1,35
113,1,0,50,1,26
130,0,0,49,1,32
85,0,0,49,1,23
150,0,0,48,1,25
119,0,0,53,1,35
97,1,0,51,1,35
93,0,0,53,1,22
91,1,0,54,1,22
147,0,0,48,1,25
88,1,0,53,1,24
106,1,0,51,1,28
81,1,0,50,1,25
87,0,0,49,1,23
82,1,0,50,1,29
141,0,0,50,1,31
149,1,0,52,1,27
149,1,0,51,1,26
138,0,0,49,1,30
118,1,0,48,1,23
143,0,0,51,1,32
113,1,0,54,1,29
100,1,0,52,1,31
129,1,0,49,1,33
81,0,0,49,1,25
108,1,0,48,1,24
141,0,0,51,1,26
87,0,0,48,1,35
144,1,0,51,1,23
88,0,0,51,1,23
88,0,0,53,1,28
106,0,0,50,1,32
92,1,0,52,1,35
144,1,0,50,1,32
148,1,0,54,1,30
132,0,0,50,1,25
103,0,0,49,1,22
130,0,0,53,1,27
117,1,0,48,1,35
119,0,0,49,1,25
99,0,0,53,1,32
149,1,0,52,1,33
123,1,0,49,1,26
90,1,0,51,1,29
80,1,0,52,1,25
100,0,0,49,1,32
137,1,0,52,1,31
133,1,0,53,1,31
86,0,0,53,1,32
122,1,0,50,1,28
143,0,0,53,1,24
123,1,0,48,1,29
90,1,0,52,1,30
115,0,0,52,1,35
95,1,0,50,1,28
145,0,0,53,1,22
110,1,0,51,1,28
143,1,0,53,1,22
148,1,0,49,1,29
121,0,0,51,1,22
131,0,0,54,1,28
145,0,0,49,1,33
136,0,0,50,1,30
130,0,0,54,1,23
99,0,0,49,1,27
94,0,0,49,1,31
93,1,0,53,1,26
123,1,0,50,1,25
140,0,0,48,1,22
114,1,0,51,1,23
81,0,0,51,1,34
183,4,0,38,0,16
213,3,2,38,1,17
215,3,0,39,0,16
252,3,2,40,1,15
202,4,1,40,0,20
253,3,0,39,0,19
251,2,2,43,0,19
224,4,1,38,1,16
174,4,1,46,1,14
163,2,1,42,0,15
201,4,2,43,0,18
172,4,1,46,1,21
191,3,2,39,1,14
204,4,0,40,1,18
174,3,1,39,1,21
263,3,0,44,1,18
250,4,2,39,1,21
175,4,0,45,1,20
196,3,0,45,1,17
166,4,0,41,1,14
285,3,2,40,1,20
256,4,1,46,1,16
237,4,2,40,1,18
285,3,2,43,1,15
190,2,0,43,1,18
226,4,1,42,1,19
185,3,1,41,0,16
221,4,0,45,1,21
214,3,2,43,1,19
180,2,2,46,1,15
294,4,1,46,1,19
202,4,2,39,0,17
190,3,1,45,1,17
292,2,2,45,1,19
251,2,2,45,0,21
242,3,0,45,1,16
267,3,0,46,1,15
286,2,0,40,1,18
276,4,0,44,0,14
229,4,2,46,1,16
280,3,2,41,1,14
156,3,1,47,0,19
166,4,2,40,1,21
270,3,2,44,0,15
190,4,1,43,0,18
201,3,2,47,0,16
193,3,2,44,1,18
267,3,1,44,1,19
161,2,1,45,1,20
262,4,1,41,1,21
282,2,2,41,0,20
265,4,2,39,0,15
299,4,2,45,1,16
257,4,0,45,0,16
188,2,1,40,1,16
236,3,2,40,1,18
277,2,0,40,1,14
277,3,0,38,1,18
177,2,2,40,1,15
173,4,1,46,0,17
208,4,1,40,1,17
248,4,1,44,1,14
281,4,0,47,0,15
175,2,1,38,1,14
266,2,1,40,1,14
210,4,0,41,1,19
198,2,1,45,1,16
261,4,0,38,0,21
299,3,0,41,1,20
290,4,0,44,1,18
191,3,2,43,1,15
270,3,2,38,0,14
258,3,0,46,0,14
228,2,0,38,1,19
156,4,0,46,1,19
277,2,0,42,0,15
205,4,0,40,1,14
192,2,0,44,0,21
279,4,0,44,0,14
176,2,1,39,1,18
275,4,2,44,1,17
247,2,1,47,1,14
256,2,2,43,1,20
286,4,2,47,1,19
173,4,0,41,0,21
296,2,1,46,0,14
163,3,1,40,1,14
245,4,0,46,0,17
219,4,1,42,1,17
206,2,2,40,0,20
183,4,0,38,1,16
242,3,2,46,1,18
181,2,0,43,1,17
219,4,2,45,0,16
214,2,2,47,1,16
265,2,1,47,0,19
222,3,2,45,0,14
152,3,1,38,0,18
298,4,0,43,1,14
237,3,2,47,1,15
150,3,0,44,1,15
159,4,1,39,1,19
171,4,0,43,1,20
291,4,0,38,1,16
167,3,1,47,1,16
205,4,0,39,1,20
263,4,2,46,1,21
200,4,2,44,1,20
261,4,0,45,0,14
197,2,0,39,1,14
155,3,2,41,1,21
270,3,2,40,1,21
218,3,1,38,0,21
208,3,0,39,0,16
189,4,0,41,1,18
169,3,0,47,1,16
183,3,0,42,0,18
295,2,0,44,1,20
192,2,0,45,1,16
290,3,2,44,1,21
231,3,2,40,0,21
237,2,2,40,1,21
168,2,1,47,0,14
158,4,0,43,1,14
169,3,0,41,1,16
197,3,2,42,1,18
236,3,2,46,1,16
271,3,0,46,1,19
267,4,2,43,0,19
182,2,2,38,1,21
204,2,0,47,1,14
263,4,2,46,0,17
181,3,1,42,1,18
270,4,0,45,1,19
272,4,0,46,1,18
182,4,0,44,0,21
159,3,2,40,1,20
262,2,0,45,0,19
247,3,1,39,1,16
253,2,0,40,1,14
199,4,2,44,1,19
189,3,1,44,1,14
223,4,1,47,1,17
202,3,2,38,0,19
227,2,1,47,1,18
238,4,1,40,1,21
181,4,0,39,1,20
201,2,1,43,1,16
176,4,0,46,1,16
257,4,0,42,1,19
247,3,1,46,1,18
163,4,2,45,0,15
186,4,1,45,0,17
245,3,2,41,0,20
216,2,0,47,1,14
221,2,0,43,0,15
284,2,2,44,1,17
217,4,2,39,0,16
236,3,1,40,1,17
236,3,0,47,0,18
185,4,0,41,0,17
175,2,0,46,0,14
244,4,0,38,0,15
174,3,1,47,0,14
170,2,1,39,1,18
167,3,2,41,1,19
282,3,0,47,1,19
201,2,2,42,1,20
207,2,0,39,1,15
244,2,0,47,1,16
183,3,2,47,1,15
205,4,0,47,1,15
264,2,0,40,1,19
175,2,1,38,1,14
235,4,2,43,1,14
250,4,1,44,0,14
279,2,1,39,1,15
187,3,0,40,1,17
240,2,2,47,1,19
206,3,1,46,1,19
269,3,1,42,1,14
235,4,1,40,1,20
255,4,1,44,0,14
197,3,2,47,1,19
295,2,2,44,1,21
177,4,2,43,0,16
276,3,0,43,1,19
271,2,0,46,0,20
255,3,1,41,1,21
213,2,2,46,1,18
258,3,1,39,1,19
186,3,2,46,0,14
171,3,1,42,1,18
299,4,2,45,0,21
162,3,2,41,1,21
292,3,2,41,0,18
206,4,0,43,0,14
240,2,0,43,1,20
282,4,0,46,1,18
282,4,0,45,1,15
318,9,5,20,0,7
654,10,5,20,0,13
509,5,4,31,0,5
576,7,2,27,0,7
699,9,2,31,1,13
592,7,3,30,0,11
519,10,5,31,1,5
394,10,3,29,0,11
328,10,4,31,0,9
462,8,4,30,0,10
450,7,3,34,1,5
647,7,2,21,0,5
421,8,5,31,0,12
378,8,3,31,0,13
437,5,4,30,0,10
427,6,5,29,1,10
406,8,4,26,1,13
587,9,5,27,1,12
538,9,3,20,0,12
633,6,3,33,1,12
316,8,3,24,1,8
479,7,2,23,0,7
317,9,2,30,0,9
315,9,3,26,0,6
504,10,4,35,1,9
478,5,5,27,0,8
468,7,4,32,1,12
564,6,4,37,1,12
492,10,2,26,0,8
363,8,5,37,0,11
600,7,2,26,0,11
390,10,2,23,0,8
332,10,3,37,0,6
330,5,5,26,0,6
488,8,3,36,0,11
676,8,2,37,0,7
371,9,3,35,1,5
458,6,5,33,1,9
445,8,3,25,1,5
685,6,5,27,0,5
525,9,2,36,1,6
601,7,2,34,0,7
321,9,5,24,0,5
654,9,2,21,1,8
619,8,4,32,1,13
635,8,5,26,0,7
316,5,5,30,0,8
432,8,2,20,0,13
447,8,4,34,1,11
634,10,2,33,1,6
404,5,3,26,0,10
605,9,2,30,1,10
365,7,2,32,0,13
669,10,5,36,1,6
583,9,2,34,0,7
544,9,3,24,1,11
432,8,5,34,0,10
443,6,5,26,1,9
390,9,2,30,0,5
302,9,2,32,1,10
470,5,3,30,0,13
305,8,3,31,0,11
656,6,5,22,1,9
498,5,5,24,0,10
310,9,5,29,0,7
635,7,2,33,1,8
480,7,4,33,0,11
405,6,2,30,0,5
627,6,3,35,1,8
432,6,4,27,1,7
418,7,4,32,1,10
339,10,5,29,1,6
559,8,5,20,1,8
452,10,5,29,0,7
311,10,2,30,0,5
363,8,3,37,0,13
476,5,4,33,1,9
585,5,4,32,1,10
640,6,2,30,1,7
493,7,2,21,0,12
591,7,5,31,1,8
427,7,5,31,1,6
332,8,4,27,0,10
671,9,2,31,1,13
561,5,3,31,1,8
317,5,4,22,1,10
468,5,3,23,0,12
630,9,5,36,0,10
374,7,5,37,0,8
479,8,2,32,0,7
694,6,5,35,0,11
532,6,4,27,0,12
681,7,3,24,0,9
335,9,5,32,0,13
391,9,3,36,0,6
531,5,4,30,0,5
586,6,4,25,0,7
457,10,4,37,0,6
504,9,3,20,0,7
583,6,5,33,1,9
357,10,2,29,0,8
472,9,3,32,0,8
569,7,2,28,0,12
380,6,4,37,0,11
483,6,5,26,0,10
697,10,3,23,1,10
379,5,3,26,0,9
372,10,5,37,0,12
499,10,3,20,0,8
445,6,2,31,1,12
422,6,2,34,0,5
492,9,2,30,1,8
677,5,3,29,0,11
683,10,2,34,0,7
336,5,3,29,0,13
414,10,4,37,1,13
313,9,3,23,1,5
572,6,5,29,0,11
499,5,2,27,1,6
399,5,2,27,0,6
650,5,5,23,1,6
646,5,4,37,0,10
459,10,3,30,1,10
428,5,3,37,0,7
506,9,5,35,0,11
542,5,4,23,1,12
396,9,5,35,1,11
640,5,4,23,0,10
491,7,5,35,0,7
569,10,2,21,0,8
511,7,4,22,1,13
616,6,4,34,0,12
465,10,4,35,0,9
458,9,3,34,0,11
436,7,5,34,1,13
668,6,5,30,1,13
453,7,3,25,0,5
421,6,2,24,1,10
612,6,3,22,0,7
460,7,2,33,0,5
586,7,4,34,0,9
476,6,4,32,1,10
663,9,3,32,0,13
306,7,3,21,1,7
385,6,3,21,0,6
348,7,4,37,1,8
315,9,5,37,0,11
372,10,2,31,1,9
535,7,2,33,1,11
336,8,4,29,0,8
388,5,2,25,1,9
430,8,3,24,0,6
603,5,5,31,0,13
672,6,4,30,1,9
618,10,5,35,0,8
649,5,5,36,0,10
551,9,3,31,0,7
474,8,5,21,0,7
457,8,5,35,0,13
352,5,5,35,0,13
329,7,5,25,1,6
602,5,2,37,0,5
364,5,3,27,0,7
331,9,5,33,1,8
371,7,5,30,0,9
512,6,5,31,0,7
411,5,3,32,0,10
554,9,3,32,1,6
381,8,5,28,0,11
435,9,4,25,1,11
620,9,5,34,0,10
400,9,5,23,1,7
610,5,5,20,0,13
478,6,4,36,0,13
444,9,3,28,1,13
689,6,2,28,0,6
433,5,4,36,0,8
408,6,3,24,0,5
344,7,4,28,0,9
482,7,5,34,0,10
472,8,3,26,0,10
318,5,3,33,0,9
522,8,3,21,1,12
422,5,4,35,0,11
697,7,2,20,0,5
657,8,2,30,0,11
420,5,4,33,0,10
604,7,2,30,1,8
616,10,5,20,1,12
363,9,2,26,1,10
564,5,5,23,1,6
656,7,2,24,1,12
585,8,2,25,0,10
402,7,3,30,0,9
375,10,4,26,0,13
643,5,3,30,0,13
649,10,5,29,1,9
669,10,4,30,0,11
630,8,4,30,0,9
690,6,4,36,0,7
98,0,0,51,1,26
140,1,0,48,1,33
132,1,0,48,1,26
110,0,0,50,1,25
103,0,0,53,1,24
86,1,0,54,1,30
109,0,0,50,1,22
96,0,0,48,1,34
139,1,0,53,1,30
137,0,0,51,1,31
139,1,0,50,1,32
136,0,0,48,1,25
123,1,0,50,1,22
103,1,0,52,1,29
129,0,0,54,1,29
127,0,0,48,1,31
99,0,0,54,1,28
120,0,0,51,1,24
150,0,0,54,1,30
83,0,0,48,1,32
138,1,0,52,1,28
115,0,0,53,1,31
116,0,0,48,1,24
134,1,0,54,1,26
99,0,0,53,1,24
91,0,0,54,1,28
134,0,0,53,1,32
109,0,0,51,1,28
130,1,0,49,1,33
85,0,0,52,1,33
114,1,0,50,1,25
143,1,0,48,1,35
146,1,0,53,1,25
92,0,0,54,1,26
120,1,0,52,1,31
135,1,0,50,1,32
87,0,0,54,1,22
106,0,0,53,1,27
127,0,0,49,1,32
104,1,0,51,1,34
83,1,0,53,1,33
126,1,0,54,1,27
87,1,0,50,1,24
130,1,0,51,1,33
88,0,0,50,1,32
142,0,0,50,1,23
126,1,0,51,1,25
143,0,0,48,1,22
100,1,0,48,1,26
117,0,0,49,1,28
123,0,0,51,1,35
102,1,0,48,1,32
122,1,0,53,1,31
111,0,0,53,1,26
93,1,0,51,1,29
89,0,0,49,1,34
90,1,0,52,1,30
145,0,0,52,1,31
123,0,0,53,1,25
128,0,0,52,1,26
86,0,0,52,1,29
81,1,0,48,1,28
112,0,0,49,1,22
140,1,0,54,1,33
127,0,0,49,1,35
116,0,0,51,1,31
138,0,0,54,1,22
114,1,0,54,1,33
88,0,0,48,1,35
127,0,0,51,1,34
149,0,0,52,1,31
149,1,0,52,1,26
114,1,0,48,1,27
92,0,0,50,1,32
83,1,0,48,1,33
138,1,0,52,1,28
87,0,0,53,1,25
103,1,0,51,1,34
96,1,0,54,1,35
111,0,0,51,1,27
149,0,0,48,1,27
147,0,0,49,1,29
129,1,0,50,1,28
139,1,0,52,1,27
99,0,0,51,1,35
136,1,0,49,1,29
84,0,0,53,1,30
95,1,0,50,1,30
91,0,0,51,1,29
88,1,0,54,1,33
80,1,0,49,1,30
136,1,0,50,1,22
93,0,0,49,1,26
81,1,0,49,1,34
150,0,0,50,1,22
123,0,0,48,1,29
107,1,0,54,1,22
145,0,0,49,1,27
102,0,0,49,1,27
81,0,0,52,1,31
84,1,0,53,1,33
127,1,0,48,1,27
132,0,0,48,1,29
108,1,0,52,1,33
105,1,0,52,1,29
142,0,0,53,1,34
132,0,0,48,1,31
104,1,0,54,1,32
127,1,0,53,1,27
98,0,0,52,1,24
88,1,0,51,1,29
82,0,0,48,1,28
99,1,0,51,1,28
138,1,0,54,1,24
94,0,0,54,1,28
134,0,0,52,1,23
89,1,0,50,1,29
87,0,0,48,1,33
117,0,0,49,1,31
81,0,0,48,1,31
135,0,0,48,1,22
109,0,0,48,1,23
95,0,0,50,1,33
143,0,0,52,1,30
125,1,0,49,1,23
107,0,0,49,1,29
124,1,0,52,1,31
81,0,0,49,1,24
123,1,0,52,1,29
124,1,0,54,1,35
81,0,0,53,1,26
124,0,0,52,1,24
126,1,0,50,1,25
143,1,0,48,1,23
116,1,0,52,1,35
92,1,0,48,1,25
135,0,0,48,1,23
93,1,0,48,1,25
135,0,0,53,1,30
90,1,0,48,1,29
81,0,0,51,1,32
138,1,0,48,1,33
122,1,0,54,1,31
85,1,0,49,1,25
128,1,0,48,1,29
139,1,0,54,1,23
112,0,0,51,1,26
129,1,0,51,1,30
128,0,0,52,1,27
140,1,0,48,1,33
145,1,0,50,1,24
116,1,0,51,1,24
122,0,0,52,1,26
133,1,0,51,1,27
126,1,0,48,1,29
82,0,0,54,1,31
96,1,0,53,1,29
116,0,0,50,1,28
104,1,0,50,1,34
143,0,0,48,1,26
103,0,0,51,1,30
117,0,0,54,1,23
118,0,0,52,1,31
148,0,0,51,1,28
120,0,0,54,1,27
133,1,0,48,1,23
90,0,0,50,1,35
132,1,0,51,1,35
84,1,0,50,1,25
89,0,0,54,1,22
131,0,0,54,1,26
116,1,0,52,1,35
121,1,0,54,1,27
115,0,0,48,1,35
94,1,0,51,1,25
97,0,0,48,1,33
132,1,0,50,1,29
111,0,0,53,1,29
150,0,0,54,1,29
142,1,0,48,1,23
144,0,0,51,1,32
101,0,0,48,1,22
110,0,0,50,1,23
129,0,0,50,1,35
133,0,0,54,1,35
138,1,0,54,1,25
119,0,0,50,1,28
90,1,0,52,1,31
117,0,0,51,1,35
